feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,label
550.7979025745755,708.1478226181048,290.9047389129443,510.827605197663,892.9469543476547,896.2930889334381,125.58531046383625,207.24287813818677,51.46720330082988,440.8098436506365,29.876210878566955,456.83322439471107,649.1440476147608,278.4872826479753,676.2549019801313,590.8628174163508,23.981882377165363,558.854087990882,259.2524469074654,415.10119701006965,1
283.52508177131875,693.1379183129964,440.4537176707395,156.86773847496326,544.6490180318448,780.314764511367,306.36353237617976,221.9578839321814,387.9712575556488,936.3836498604304,975.9954224729338,672.3836759128137,902.834108538398,845.7508712931793,377.9940413288891,92.21700887172423,653.4109025235362,557.8407623884509,361.5647630625781,225.0545048398319,1
406.5199163762486,468.94024869916905,269.23557825106127,291.7927742254326,457.68639932297793,860.5339129469265,586.2529044678214,283.4878624322098,277.9775066236013,454.6220755219468,205.41034460498753,201.37871104307314,514.035059817442,87.22936878080468,483.5855323515865,362.1762123878334,707.6866218156711,746.7462231020046,691.0929218557643,689.1804137549141,1
373.6001241489283,668.1348047352675,339.8486639568179,572.793869868875,325.8071580648745,445.14504926353203,61.52893082993926,242.67542218433812,971.6026061735677,230.58420435507398,691.4775109473302,650.4768582137395,723.9391394374821,475.0886106344313,596.6637746018628,66.96942393282634,72.56213782223342,198.97602629707833,151.86099700854106,100.10434458144468,1
129.29386460885416,553.2777318076535,187.81482492387823,952.1012430312082,681.6117788074266,541.0196733597712,707.1806008078977,263.8866709525134,926.7256842537278,839.1930577999707,726.3194984280373,480.23995608541003,842.1031858766468,744.7523234243592,660.3259063996126,913.9752670059378,633.6655637875748,365.9405848526094,552.8445731504455,196.38057670013686,1
192.07229639360312,725.6696239328209,784.936703431131,972.0983636837658,850.9714170415017,543.5943265958227,89.79086952306481,488.8732446161128,927.9363475621257,787.6181995034764,485.09422605408815,455.27936148088634,217.98576840935357,177.21338080182358,73.6236692193576,892.3931875870925,640.1766168990589,143.33231747132135,414.1269197162073,49.10892439787362,1
209.37334952236364,730.7081241290383,651.1227704415994,478.9782973769777,274.78050549563926,652.2231250661847,956.4495113173805,435.5205561751928,70.13250508767021,57.73148782296755,82.87101879755743,959.7071872532212,540.7608361864939,837.4624326697224,170.0335442371347,260.34507272891517,691.9775118728427,895.5703281419835,340.68848446015954,64.67319799028326,1
864.1196694106437,290.872445829476,741.0824063995626,158.033654701494,694.9634351408758,841.4196190311482,727.1520787467093,359.1075248634914,726.6897514901979,139.4671241824603,313.819115233222,419.58275668294453,877.2120389443171,153.740208571143,880.1247902493155,798.9643192208039,971.6242970779807,367.7029833034604,204.9397689077791,240.57032033459902,0
827.8628014214208,965.2281485939154,698.8099983804235,482.4970417738299,287.04976468113284,833.6878843431597,872.1795083994259,92.13159180059161,215.9494710197767,831.7610904578665,848.3038970794961,314.65299876399735,279.29459684685634,430.81502201846,539.4465002646668,95.56681500661357,836.9121387136151,534.734870351321,774.9678150409236,230.83626557632687,1
965.2933511063657,751.0273073183793,343.09386439196146,948.5276469599547,700.5117789662728,840.561085486237,45.497305855868866,55.64154105168817,742.7372735496289,304.68643294839205,516.7843658432453,156.26242367127352,977.9524096569847,502.75104767441945,829.0010784747253,74.0377962799964,478.91545221783815,62.279480405775914,884.2414310877373,445.8101787129588,1
68.54991826183677,76.49628231595706,538.79265800317,75.56640450523078,183.77231801244275,436.35708416651397,497.78283101845744,583.3119152417574,620.5126814049073,372.8114996426685,618.7365829805799,157.24465838513623,275.5084754336936,798.7182705963105,153.08930072651617,223.32297288573676,242.97817969395507,479.50730482306693,0.745522041897928,30.311360522466522,1
461.54815164780547,162.52068486651928,679.5018037732851,795.2045871766385,578.1633587377102,694.7649771732057,390.95801573387865,46.296202992948345,439.42153262964933,371.9803122094397,597.0032422003301,134.2181696990331,227.71289672183593,814.7824165272798,264.3255266402131,410.32020490716326,935.9721764957816,275.5524630208546,145.2899588535639,702.0201293314523,1
567.0665504412747,611.593835546597,42.03085099357362,417.2668947572268,4.266434167159439,246.5354688608895,706.0561835840064,61.54071592069976,294.69349860327986,988.1127528121781,971.2222302269755,481.846388679705,735.6933865282459,632.655774186139,465.69307144373676,857.0664326413197,172.518252166179,828.4319222441105,42.069523458318045,866.9536918127984,1
675.9965874682478,445.91410991086855,671.5702476342769,460.3685038892419,780.0032223785852,113.4440838641173,508.1574288486054,871.489539943873,927.5292758120225,220.33633154831267,251.9303025546189,904.0124716089887,345.51733871512846,56.8725740487156,714.8866721120328,414.41885915335786,735.3241874951441,477.09163344336935,500.5655544364319,417.5619104085895,0
290.4848960351515,900.710867387351,668.7875779851072,788.8323433429672,895.7395310931173,250.18894238936008,919.8206139724224,862.6050872585581,506.0852621249864,567.9021741440307,114.93223803677854,762.1158405577686,173.22500718432366,533.8360410059096,126.43730522871921,72.91709358215725,609.0274437605646,491.20312961568004,674.8099347392726,790.8541830542844,1
982.6874926455662,84.08068107668132,631.2121124335804,576.9748953814478,650.642176791703,543.1794548143797,557.3673875302017,868.5546336404885,452.01161637157526,534.9755786303614,690.9637037652651,89.49499139510885,431.9253188873098,102.1342207044883,137.8098929110333,2.1255584659090054,209.7064361616212,216.63726243823422,516.2444812344429,570.2082384902432,1
823.9611805032472,486.7111888231571,891.4545989217917,395.0607897751658,744.6114470844425,552.7572624173823,623.8250857723261,270.39199688331263,937.595007939789,769.6547153578979,145.59502906990662,537.4343699445735,995.7863055555855,49.056332505131635,302.8198379176135,740.8133713521663,39.36144765261484,746.6710909922583,573.421279983761,731.7056755620665,1
550.8325958766333,939.4034783011588,346.4017029002705,574.469459936228,50.779979002276264,553.4328341543569,419.3929436479371,983.1617877902015,945.6073188370447,138.27941485810035,41.6156415309622,120.67506706890718,192.74696771982025,726.1679943105523,543.9779535387236,534.9253345352814,464.5369794625369,6.694218381516293,392.47191354446664,998.9384412596936,0
