feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,label
221.9931710897395,870.7323061773764,206.7191553394264,918.6109079379215,488.4111887948291,611.7438629026457,765.9078564803156,518.4179878729433,296.80050157622196,187.72122866125162,80.74126876487486,738.44029619897,441.3092228959531,158.3098677126512,879.9370312012788,274.08646199222466,414.2350190810513,296.079932733648,628.7879088794833,579.837810189545,1
599.9291966249875,265.81911753550725,284.6858806413638,253.58820577378748,327.5639476887341,144.16430065342044,165.6128612012676,963.9305290679418,960.2267152856938,188.4146555959352,24.306561629486968,204.55554637995067,699.8436141265574,779.5145855555297,22.93309243908148,577.662858129756,1.642172716045276,515.4726119053935,639.7951761308572,985.6244028041889,1
259.09759641110577,802.4968852628703,870.4830870014831,922.7496139456699,2.2142125324435824,469.4883717575773,981.4687376060104,398.9448039028505,813.7324775869181,546.4564979724778,770.8540871402245,484.931074988458,29.111563672717722,86.52568840220509,111.45381237802331,251.24511169054765,964.915292526365,631.7660527377454,816.6602026153619,566.0819960927563,0
635.356205581893,811.9023911804106,926.6826152438744,912.6267637037831,824.8107204385254,94.20273217732267,361.04841846380907,35.50903176033027,546.3583485408069,796.1427208560042,51.14280310134711,188.6677357931079,365.4777679121648,244.29086695790835,795.087472921032,352.0949357663685,638.8776820603654,493.41505189675973,583.4997437200566,939.2993519648516,0
943.5400820158795,111.69242718357143,843.5549661102237,346.02815175595236,100.82727286264515,383.40906606711525,510.3547973392479,961.1030819651298,371.51261532800726,12.36941160035765,859.7068869881915,111.11074954036526,478.33904398678493,849.9800323861936,514.7379670006791,446.6078279223132,800.4764207505697,20.391378448150643,572.6186488077992,411.38361577937656,1
985.1367976958045,801.4015304110701,53.96210214514685,190.47777345550264,452.4188458169754,702.9420771179782,332.0481495356774,359.9831951713076,921.470565959177,953.6305057273471,407.6857286771436,898.5711548847232,330.25325195950626,82.73856907998767,526.7175654585914,660.8443909583854,892.9842943552984,965.1575470143406,769.9326768913147,759.0991182893259,0
710.0490473544384,701.5528325813724,767.3313811177834,974.349478885644,373.71451739596927,83.05444303844489,239.64043961222492,221.48276004299515,363.59979680410606,810.3142321123518,60.096169866349804,449.74355789655607,813.1705274833449,264.2383745406488,63.40098197336863,242.1076722559349,85.0704617502156,807.777435347352,170.25007563808214,195.3446255624387,0
814.6420115578603,810.2855291824957,589.3738782337425,914.734340117462,59.82163675463459,964.9966402703323,570.9752168558058,302.5181125003943,825.7058264983507,659.4172803533213,986.5014414033959,107.48953357509893,580.9185276333953,472.82815505728684,652.2707859877006,241.85905409742915,31.130063418406074,544.2323527461857,364.71017879238497,892.3332752985107,0
459.3455947586442,418.65410003689954,632.9055407909672,527.1788329465622,961.2111401741153,789.0101145562437,496.6955091225945,211.1410008942378,603.9841410962836,748.5758105548178,755.8638312606142,993.5040079326673,218.4977813400989,425.6373335349867,423.8496028052227,318.64643768233134,365.33301893440307,477.9413101045564,542.0904090770084,265.23024662679796,1
134.3637278523586,301.8860977327299,136.48009382127512,317.70020335258965,679.1826808710911,601.3411558953883,997.225466562922,560.9145898101519,548.726197093181,642.3495401552221,726.789370633576,615.8135395184953,588.5000649730712,605.0043134902023,354.78546069796135,777.3819946285142,604.6033142332834,309.2307714734772,245.63099854416072,71.26598409496776,1
347.7291676671326,12.848073980403552,165.64182663829652,60.36643241777773,278.1559338871165,348.3319943390111,591.2223113896565,775.0131300361086,624.7544671623864,159.6809333223338,893.7626532322869,730.5912660067021,497.7680192642012,643.6402193909942,509.4750943074225,168.20815801861323,641.4647725378318,988.1677629628269,770.3293631175915,181.48120911945608,0
119.76902075848305,930.3418429877427,910.0974329622917,749.1846596104322,760.5315404167414,142.8757978793307,811.9441915574243,192.279295775475,154.7451095413378,407.07895652146965,0.38289436747096506,845.5178161638098,161.13245334394065,739.2507348926605,582.9108159234137,770.2600029714612,599.993166737686,961.467485846172,379.7783894182173,497.0103500750551,0
338.33864897286327,742.7507415175312,300.4958697734392,798.7862745666682,85.9497793298083,235.66363766517262,438.1688926061602,126.0458531287345,203.03198078781682,841.5427418631351,372.43245491648514,218.68172945765642,846.1328224507653,575.3746650591521,633.7164772906705,888.9285436761162,713.9590589682182,265.1126682511451,9.708308333148619,549.4634595289905,1
707.5262252919963,805.694609640023,190.6563341982922,634.2142760246358,938.5529341093901,258.1863842453116,292.4804596307673,425.6440120392254,571.1786015957308,990.0555533230705,588.1996127046236,887.8993969629735,656.2112790440649,472.7788741100068,305.54852972650536,350.17957809669645,777.13429224723,177.50904732011364,137.93535839611238,213.04496429445163,1
668.9134401421513,371.4049470154468,206.50267858283067,330.70440320800185,81.62956241513852,436.535553469772,811.2159825331954,445.7924611906908,447.3101539932597,27.528463477695997,278.97767207434623,75.17049988664238,47.738377113599185,863.58557985111,714.317590312161,830.4377003762411,132.90579639419553,365.286459545027,913.2175423158179,433.3878909876069,1
925.6518130836788,961.3680761314508,6.608107989574563,432.93058551338083,583.1126288435887,348.82757222309647,376.03201790479613,355.8215761577984,231.0328751730122,26.037244426359464,731.1839998682425,998.5157672628341,38.34193016002463,859.0982169530527,544.3049309704545,19.51995882318325,68.81640857365579,525.4494810774902,104.5602064421326,295.9974276602575,1
