feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,label
76.30828937395717,779.9187922401146,438.4092314408935,723.4651778309412,977.9895119966027,538.4958704104337,501.1204636599379,72.05113335976154,268.43898010187115,499.88250082556,679.2299961209404,803.7390361043755,380.94113314853837,65.93634690590511,288.14559930799356,909.5935277196137,213.38535357991552,452.1239618176831,931.2060196890217,24.899227550348012,0
600.5489174641225,950.1295004136456,230.3028790209648,548.4899192360305,909.1283748867313,133.16944575925015,523.4125806737659,750.4098591020348,669.0132408839138,467.7528597449807,204.84909029779507,490.76588909107045,372.38468938505895,477.4011548515884,365.89038578059296,837.9179943092606,768.6475065195093,313.99467721266217,572.625332643954,276.0490483306951,0
452.8429325464004,352.9783659443947,657.3994627797582,370.3510829880352,459.0929778914314,719.3241225090416,412.99182911383457,906.4232691643386,180.4516192026816,741.1188729132642,422.37404364314034,426.45357268494234,634.3798686338388,522.9062010283453,414.8859784394432,1.4268805627581926,92.26234584675208,709.3943937252127,524.3455967651972,696.1604635169689,1
955.4683230029259,682.9138543754175,53.12869067295756,308.85268486379715,592.5946873233729,235.1204072574643,964.9709995361269,945.0482237927938,848.4008808376888,472.32399628840227,841.4767148983973,131.1106423479139,308.7336572978354,462.9963941544171,741.8472006834668,485.82522870889665,136.87611879745089,343.5365297043583,324.426169672443,300.4189043180397,0
165.50140046578744,414.901772573252,448.12065750272336,774.9003758140171,796.3907007825485,522.3901280016119,460.6302961632769,778.2136015438966,887.2889518527348,674.9187698667877,800.4790489984636,939.1113537321853,40.655809436685786,875.6717248700833,276.5630724511342,475.76449942424426,796.7609569319023,717.24223227523,147.14757194169303,658.7482589541455,0
69.25207000983546,357.07062835287894,812.8295501637062,427.7048330275506,599.8544375434464,728.1612831471338,821.2276083065595,760.5151199802831,7.1432752789984955,420.2568336725351,463.1362180381473,55.49950311272267,541.4421320952197,607.7707514438672,828.4531949961254,941.8092681914485,128.14785400273288,230.43067441021947,659.1583970705609,132.47398881674854,1
224.07863694631936,574.8625875891491,169.52372356620916,782.2301513237783,856.9756261117601,33.67420450284819,532.6448049436736,796.9513574435643,975.1396811571157,274.2585931944212,169.10106336538334,876.7009301816353,909.1824637608487,197.53288946715685,441.5297427026398,719.2321416923365,845.3451587639735,168.27530536724433,664.968962904761,807.8354592960695,0
549.7141208007274,164.71665877901287,35.528804830363356,281.53381784849375,807.8708464535515,44.766260845139016,8.21650503931204,361.6166477120573,63.622285698551885,149.48630332423042,23.190368099362146,524.7198367686319,696.6959021894129,427.05349301372763,134.57045864468765,331.35721096240565,590.3458543063351,940.6613933963881,992.5577191726402,241.6029166538498,1
10.579906938345761,830.6403259938047,926.6129377700566,458.60347976796936,771.4423445636822,866.1990340843911,609.6147983345593,872.627183144187,23.903026142330862,271.59522025956386,277.21958269429524,120.63242830615818,910.7134542882383,30.439266665623133,672.5610295221127,71.3396872572073,360.78049378522115,418.09954267756586,181.40428905736695,521.0141032821764,1
534.9917609279157,317.04388193619616,737.0880595522907,160.2024106191695,192.50821895985538,354.511018045606,378.3761334314193,206.28585650065435,918.709205142268,828.0935695469476,106.8767442566414,369.485915660384,232.67109563197374,451.07860295054246,276.31718621079335,501.8068911184235,922.6031530779568,382.5111389298338,650.1283286286326,595.6211130203741,1
751.9535611422076,61.66533016986864,744.8236736818096,946.2759271724278,603.5595516954864,287.57994211990024,672.3692184292864,712.0487867813948,656.4502865386021,146.93031569354355,973.4755682697008,955.3834518208789,424.6255327956413,593.6373294088721,39.628573866894335,988.6343345619387,818.7449926232988,636.5023424296674,761.0847442216859,188.02992858258617,0
307.65459009285155,246.39364428572085,596.0491201251505,91.9048521637723,895.609985214942,462.2759421307276,444.8123649543787,104.71130357324377,684.9040370601139,816.8939943424481,629.550171462332,242.02260746413285,785.4207215855097,145.67943338343392,827.2763289795971,580.7053706118858,289.3728115784362,513.243399843739,628.851403064647,258.5894985926458,0
846.906560459974,421.25370859927335,892.337457255232,835.4685611475347,99.3475141596306,646.2541094487923,310.49456649574245,754.0531969831749,542.6316574477314,457.598874651717,895.366784537062,57.253559800167665,557.3176258679792,327.9110992966764,35.27333631346274,753.5185187029176,561.7406560688764,894.1453369562156,598.2612275718309,337.034279430268,1
985.2196553795466,115.7140506093054,52.60174257878858,732.6219094520809,370.87489928948423,361.4650786285366,876.5321564895721,327.2936465153866,888.9885968841091,643.9879792316224,329.0495438867621,59.53265441246691,245.10935264055811,968.4132012168495,405.26764023395504,160.03346144532782,298.01324920085347,899.5757788613248,164.97671550850214,777.8600665672814,1
134.86463139689687,961.3937134379236,530.2053860915623,43.16993559752147,930.9546777401997,358.2255444591219,731.4212789001067,523.7080147997484,92.58180314495723,106.05921802055862,149.22495069108678,161.20000921684695,52.75579312450329,47.013165032900204,948.4282960587186,91.29178998961429,508.3516758883896,118.62982037357617,214.78785120871058,763.0720727810838,0
938.1348210283492,469.7126947232173,5.641953918997911,999.2083013973249,47.77321268593582,389.4479040305366,539.0567006816359,891.7334375542192,823.1121116605418,609.3866410446242,398.6022909758656,834.4787191622668,869.0583863056698,871.9049073459855,717.6364354133486,97.78734397791733,298.579428134399,485.92205598747296,505.0533672013412,832.873412737514,1
237.83677370292256,664.5907555488578,374.1998974615941,775.4825532263566,195.7743293224542,476.62729339302723,103.55858036340682,211.9901741329778,935.1746863442698,316.0471105078284,892.9770040899982,524.3030874856213,39.033151475225345,792.9816823338568,51.95689513248958,826.9435283639896,8.799110700279499,674.1113273466744,165.71392474611747,342.8752381260801,1
952.7513947953482,486.2334731308532,657.4263851618578,740.7350962614845,109.92797653721198,838.795758110978,913.9199387225516,155.42065234940893,546.2384288947734,283.5051231872592,740.6467308597892,28.270392857499328,512.547003441387,792.8148553566389,734.7369077925267,108.18383143364096,832.9401087337758,237.8407301170733,807.7876312168312,497.12883186244585,1
160.82576513729407,734.0406775670077,807.912952139197,698.9011499859489,964.8463390269616,256.1444512059512,235.76232699798172,147.23009181160006,539.406209950657,399.4488223857156,356.6620487145734,460.3046009318612,274.5422279290736,4.260377665059822,471.7506888514121,275.8845165081465,449.7836089298881,928.8751140115937,179.00540683472178,637.4835780068096,0
644.4148962624405,281.293183556632,470.8879967290682,969.6116416313242,342.46012540114043,712.3451824521829,840.2191556813095,360.69110771696586,989.9141340532302,625.8692404776313,500.9852705939224,714.9075175062504,423.8299338665591,712.3267228435931,274.80238333460284,927.2083143456884,541.9628379337595,241.64949358725562,437.1966684315023,895.0965406208952,1
